"symbol","uniprot","ensembl","entrez","name","geneset"
"PREB","Q9HCU5","ENSG00000138073",10113,"Prolactin regulatory element-binding protein","MetaMiner: DF508-CFTR  traffic/ER-to-Golgi in CF (“ER2Golgi”)"
"STX6","O43752","ENSG00000135823",10228,"Syntaxin-6","MetaMiner: DF508-CFTR  traffic/ER-to-Golgi in CF (“ER2Golgi”)"
"RHOQ","P17081","ENSG00000119729",23433,"Rho-related GTP-binding protein RhoQ","MetaMiner: DF508-CFTR  traffic/ER-to-Golgi in CF (“ER2Golgi”)"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B","MetaMiner: DF508-CFTR  traffic/ER-to-Golgi in CF (“ER2Golgi”)"
"UBC","P0CG48","ENSG00000150991",7316,"Polyubiquitin-C","MetaMiner: DF508-CFTR  traffic/ER-to-Golgi in CF (“ER2Golgi”)"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"CHMP4B","Q9H444","ENSG00000101421",128866,"Charged multivesicular body protein 4b","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"COMMD1","Q8N668","ENSG00000173163",150684,"COMM domain-containing protein 1","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"DAB2","P98082","ENSG00000153071",1601,"Disabled homolog 2","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"EEA1","Q15075","ENSG00000102189",8411,"Early endosome antigen 1","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"HGS","O14964","ENSG00000185359",9146,"Hepatocyte growth factor-regulated tyrosine kinase substrate","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"NSF","P46459","ENSG00000276262",4905,"Vesicle-fusing ATPase","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"PIK3C3","Q8NEB9","ENSG00000078142",5289,"Phosphatidylinositol 3-kinase catalytic subunit type 3","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"PIK3R4","Q99570","ENSG00000196455",30849,"Phosphoinositide 3-kinase regulatory subunit 4","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"RABGEF1","Q9UJ41","ENSG00000154710",27342,"Rab5 GDP/GTP exchange factor","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"RAB5A","P20339","ENSG00000144566",5868,"Ras-related protein Rab-5A","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"RAB7A","P51149","ENSG00000075785",7879,"Ras-related protein Rab-7a","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"RABEP1","Q15276","ENSG00000029725",9135,"Rab GTPase-binding effector protein 1","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"RBSN","Q9H1K0","ENSG00000131381",64145,"Rabenosyn-5","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"SNAP25","P60880","ENSG00000132639",6616,"Synaptosomal-associated protein 25","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"STAM2","O75886","ENSG00000115145",10254,"Signal transducing adapter molecule 2","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"STX12","Q86Y82","ENSG00000117758",23673,"Syntaxin-12","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"TSG101","Q99816","ENSG00000074319",7251,"Tumor susceptibility gene 101 protein","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"TFRC","P02786","ENSG00000072274",7037,"Transferrin receptor protein 1","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"USP10","Q14694","ENSG00000103194",9100,"Ubiquitin carboxyl-terminal hydrolase 10","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"UBC","P0CG48","ENSG00000150991",7316,"Polyubiquitin-C","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"VAMP2","P63027","ENSG00000220205",6844,"Vesicle-associated membrane protein 2","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"VPS45","Q9NRW7","ENSG00000136631",11311,"Vacuolar protein sorting-associated protein 45","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"VPS25","Q9BRG1","ENSG00000131475",84313,"Vacuolar protein-sorting-associated protein 25","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"CBL","P22681","ENSG00000110395",867,"E3 ubiquitin-protein ligase CBL","MetaMiner: DF508-CFTR traffic/sorting endosome formation in CF (“Sorting”)"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"UNC13D","Q70J99","ENSG00000092929",201294,"Protein unc-13 homolog D","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"PIK3C3","Q8NEB9","ENSG00000078142",5289,"Phosphatidylinositol 3-kinase catalytic subunit type 3","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"PIK3R4","Q99570","ENSG00000196455",30849,"Phosphoinositide 3-kinase regulatory subunit 4","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"RILP","Q96NA2","ENSG00000274145",83547,"Rab-interacting lysosomal protein","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"RAB27A","P51159","ENSG00000069974",5873,"Ras-related protein Rab-27A","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"RAB7A","P51149","ENSG00000075785",7879,"Ras-related protein Rab-7a","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"RAB9A","P51151","ENSG00000123595",9367,"Ras-related protein Rab-9A","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"SYTL5","Q8TDW5","ENSG00000147041",94122,"Synaptotagmin-like protein 5","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"STX6","O43752","ENSG00000135823",10228,"Syntaxin-6","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"STX8","Q9UNK0","ENSG00000170310",9482,"Syntaxin-8","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"VAMP8","Q9BV40","ENSG00000118640",8673,"Vesicle-associated membrane protein 8","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"VTI1B","Q9UEU0","ENSG00000100568",10490,"Vesicle transport through interaction with t-SNAREs homolog 1B","MetaMiner: WT-CFTR and DF508-CFTR  traffic/Late endosome and lysosome, norm and CF (“Lysosome”)"
"ANXA5","P08758","ENSG00000164111",308,"Annexin A5","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"ADRB2","P07550","ENSG00000169252",154,"Beta-2 adrenergic receptor","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"CALR","P27797","ENSG00000179218",811,"Calreticulin","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"SLC9A3R2","Q15599","ENSG00000065054",9351,"Na(+)/H(+) exchange regulatory cofactor NHE-RF2","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"SLC9A3R1","O14745","ENSG00000109062",9368,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"EHD1","Q9H4M9","ENSG00000110047",10938,"EH domain-containing protein 1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"FLNA","P21333","ENSG00000196924",2316,"Filamin-A","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"FLNB","O75369","ENSG00000136068",2317,"Filamin-B","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"HGF","P14210","ENSG00000019991",3082,"Hepatocyte growth factor","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"MET","P08581","ENSG00000105976",4233,"Hepatocyte growth factor receptor","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"KRT8","P05787","ENSG00000170421",3856,"Keratin, type II cytoskeletal 8","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"STXBP1","P61764","ENSG00000136854",6812,"Syntaxin-binding protein 1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"MYO5B","Q9ULV0","ENSG00000167306",4645,"Unconventional myosin-Vb","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"NEDD4L","Q96PU5","ENSG00000049759",23327,"E3 ubiquitin-protein ligase NEDD4-like","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PIP5K1A","Q99755","ENSG00000143398",8394,"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PIP5K1B","O14986","ENSG00000107242",8395,"Phosphatidylinositol 4-phosphate 5-kinase type-1 beta","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PIP5K1C","O60331","ENSG00000186111",23396,"Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKACA","P17612","ENSG00000288516",5566,"cAMP-dependent protein kinase catalytic subunit alpha","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKACB","P22694","ENSG00000142875",5567,"cAMP-dependent protein kinase catalytic subunit beta","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKACG","P22612","ENSG00000165059",5568,"cAMP-dependent protein kinase catalytic subunit gamma","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKAR1A","P10644","ENSG00000108946",5573,"cAMP-dependent protein kinase type I-alpha regulatory subunit","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKAR1B","P31321","ENSG00000188191",5575,"cAMP-dependent protein kinase type I-beta regulatory subunit","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKAR2A","P13861","ENSG00000114302",5576,"cAMP-dependent protein kinase type II-alpha regulatory subunit","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKAR2B","P31323","ENSG00000284096",5577,"cAMP-dependent protein kinase type II-beta regulatory subunit","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"PRKCE","Q02156","ENSG00000171132",5581,"Protein kinase C epsilon type","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RACK1","P63244","ENSG00000204628",10399,"Receptor of activated protein C kinase 1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RAB11A","P62491","ENSG00000103769",8766,"Ras-related protein Rab-11A","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RAB4A","P20338","ENSG00000168118",5867,"Ras-related protein Rab-4A","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RAB4B","P61018","ENSG00000167578",53916,"Ras-related protein Rab-4B","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RAB11FIP2","Q7L804","ENSG00000107560",22841,"Rab11 family-interacting protein 2","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RABEP1","Q15276","ENSG00000029725",9135,"Rab GTPase-binding effector protein 1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RBSN","Q9H1K0","ENSG00000131381",64145,"Rabenosyn-5","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"RAC1","P63000","ENSG00000136238",5879,"Ras-related C3 botulinum toxin substrate 1","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"SNAP23","O00161","ENSG00000092531",8773,"Synaptosomal-associated protein 23","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"STX1A","Q16623","ENSG00000106089",6804,"Syntaxin-1A","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"EHHADH","Q08426","ENSG00000113790",1962,"Peroxisomal bifunctional enzyme","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA1A","Q71U36","ENSG00000167552",7846,"Tubulin alpha-1A chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA1B","P68363","ENSG00000123416",10376,"Tubulin alpha-1B chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA1C","Q9BQE3","ENSG00000167553",84790,"Tubulin alpha-1C chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA3C","P0DPH7","ENSG00000198033",7278,"Tubulin alpha-3C chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA3D","P0DPH8","ENSG00000075886",113457,"Tubulin alpha-3D chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA3E","Q6PEY2","ENSG00000152086",112714,"Tubulin alpha-3E chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA4A","P68366","ENSG00000127824",7277,"Tubulin alpha-4A chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA4B","Q9H853","ENSG00000243910",80086,"Putative tubulin-like protein alpha-4B","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBA8","Q9NY65","ENSG00000183785",51807,"Tubulin alpha-8 chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBAL3","A6NHL2","ENSG00000178462",79861,"Tubulin alpha chain-like 3","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB1","Q9H4B7","ENSG00000101162",81027,"Tubulin beta-1 chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB2A","Q13885","ENSG00000137267",7280,"Tubulin beta-2A chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB2B","Q9BVA1","ENSG00000137285",347733,"Tubulin beta-2B chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB3","Q13509","ENSG00000258947",10381,"Tubulin beta-3 chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB4A","P04350","ENSG00000104833",10382,"Tubulin beta-4A chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB4B","P68371","ENSG00000188229",10383,"Tubulin beta-4B chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB6","Q9BUF5","ENSG00000176014",84617,"Tubulin beta-6 chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
NA,NA,NA,NA,NA,"MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB8","Q3ZCM7","ENSG00000261456",347688,"Tubulin beta-8 chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"TUBB","P07437","ENSG00000235067",203068,"Tubulin beta chain","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"UBC","P0CG48","ENSG00000150991",7316,"Polyubiquitin-C","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"EZR","P15311","ENSG00000092820",7430,"Ezrin","MetaMiner: WT-CFTR and DF508-CFTR / Membrane expression, norm and CF (“Membrane”)"
"AP2A1","O95782","ENSG00000196961",160,"AP-2 complex subunit alpha-1","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"AP2A2","O94973","ENSG00000183020",161,"AP-2 complex subunit alpha-2","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"AP2B1","P63010","ENSG00000006125",163,"AP-2 complex subunit beta","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"AP2M1","Q96CW1","ENSG00000161203",1173,"AP-2 complex subunit mu","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"AP2S1","P53680","ENSG00000042753",1175,"AP-2 complex subunit sigma","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"SNAP91","O60641","ENSG00000065609",9892,"Clathrin coat assembly protein AP180","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"ACTA1","P68133","ENSG00000143632",58,"Actin, alpha skeletal muscle","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"ACTA2","P62736","ENSG00000107796",59,"Actin, aortic smooth muscle","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
"ACTC1","P68032","ENSG00000159251",70,"Actin, alpha cardiac muscle 1","MetaMiner: WTCFTR and DF508-CFTR  traffic/clathrin-coated vesicle formation, norm and CF (“Clathrin”)"
